NOMGARE;PAYS;VILLEDESSERVIE;X;Y;TGV
Brebières;France;Brebieres;50,33630576;3,01355056; 
Breil-sur-Roya;France;Breil-sur-Roya;43,94376726;7,51611279; 
Breitenbach-Haut-Rhin;France;Breitenbach-Haut-Rhin;48,0288285;7,10425755; 
Brélidy;France;Brelidy;48,6691097;-3,19623862; 
Breny;France;Breny;49,1872553;3,3523647; 
Bressuire;France;Bressuire;46,83716715;-0,4964851; 
Brest;France;Brest;48,38808306;-4,47891795;OUI
Bretagne-de-Marsan;France;Bretagne-de-Marsan;43,84749569;-0,45972723; 
Breteil;France;Breteil;48,14037492;-1,89763977; 
Bretenoux;France;Bretenoux;44,9275681;1,84420434; 
Breteuil;France;Breteuil;49,62664983;2,38409524; 
Bretigny;France;Bretigny;47,3896265;5,10975615; 
Brétigny-sur-Orge;France;Bretigny-sur-Orge;48,6046447;2,30110545; 
Bretoncelles;France;Bretoncelles;48,43292002;0,89316961; 
Bretteville-sur-Laize;France;Bretteville-sur-Laize;49,20315041;-0,51203651; 
Brettnach;France;Brettnach;49,25419863;6,56323684; 
Breuil;France;Breuil;49,3085271;3,76601658; 
Breuillet;France;Breuillet;48,5648012;2,17131457; 
Bréval;France;Breval;48,94412618;1,54302029; 
Brévilly;France;Brevilly;49,67327047;5,08237458; 
Briançon;France;Briancon;44,88961284;6,63261557;
Briare;France;Briare;47,64649868;2,73368519; 
Brie;France;Brie;49,87570372;2,92092813; 
Brignais;France;Brignais;45,67324579;4,7632105; 
Brignon;France;Brignon;43,97583335;4,20739356; 
Brimeux;France;Brimeux;50,44691093;1,83133423; 
Briollay;France;Briollay;47,57341836;-0,4829611; 
Brion;France;Brion;46,17599755;5,5588602; 
Brion;France;Brion;46,9085114;4,20678652; 
Brionne;France;Brionne;49,19633851;0,71156732; 
Brioude;France;Brioude;45,30076313;3,37884258; 
Briouze;France;Briouze;48,70200316;-0,36744375; 
Brive-La-Gaillarde;France;Brive-La-Gaillarde;45,15263087;1,52813841;OUI
Broons;France;Broons;48,33335723;-2,23643174; 
Brou;France;Brou;48,21711415;1,16149779; 
Broye;France;Broye;46,86229572;4,29497646; 
Brumath;France;Brumath;48,71704264;7,70481096; 
Brumath;France;Brumath;48,73223484;7,70037566; 
Brunémont;France;Brunemont;50,27824039;3,14590104; 
Brunoy;France;Brunoy;48,69936251;2,5062175; 
Brunstatt;France;Brunstatt;47,71977009;7,31413796; 
Bruyères;France;Bruyeres;48,20475871;6,71921204; 
Bruyères-sur-Oise;France;Bruyeres-sur-Oise;49,15517128;2,32670647; 
Bruz;France;Bruz;48,02852046;-1,75199414; 
Budelière;France;Budeliere;46,20249854;2,46277308; 
Bueil;France;Bueil;48,92508991;1,44377555; 
Bugeat;France;Bugeat;45,60046123;1,9245346; 
Buire-sur-l'Ancre;France;Buire-sur-l'Ancre;49,96509517;2,59906123; 
Bully-les-Mines;France;Bully-les-Mines;50,44897699;2,73221197; 
Buno-Bonnevaux;France;Buno-Bonnevaux;48,37040738;2,38654687; 
Bury;France;Bury;49,32087128;2,32621892; 
Busigny;France;Busigny;50,03946583;3,44589109; 
Bussac-sur-Charente;France;Bussac-sur-Charente;45,21155805;-0,36804664; 
Bussière-Galant;France;Bussiere-Galant;45,60758963;1,02606412; 
Buzançais;France;Buzancais;46,88486371;1,41840962; 
Buzy;France;Buzy;43,1483221;-0,45604582; 
Byans-sur-Doubs;France;Byans-sur-Doubs;47,11827288;5,85218032; 
Dives - Cabourg;France;Cabourg;49,286684;-0,107775; 
Cadaujac;France;Cadaujac;44,75222512;-0,53791651; 
Cadéac;France;Cadeac;42,89007637;0,3489671; 
Cadrieu;France;Cadrieu;44,49158053;1,87973546; 
Caen;France;Caen;49,17654371;-0,34826957;
Caffiers;France;Caffiers;50,85056412;1,81132289; 
Cagnes-sur-Mer;France;Cagnes-sur-Mer;43,66024462;7,16621296; 
Cahors;France;Cahors;44,44915114;1,43323768;
Cahuzac-sur-Adour;France;Cahuzac-sur-Adour;43,64027687;-0,02250919; 
Caillac;France;Caillac;44,48816063;1,34923815; 
Cajarc;France;Cajarc;44,48427553;1,84583935; 
Calais Centre;France;Calais;50,95342276;1,85138425;OUI
Calais-Frethun TGV (à 7km de Calais);France;Calais - Fréthun - quicky.model.Gare TGV et Eurostar;50,90348228;1,81006804;OUI
Callac;France;Callac;48,40688978;-3,41866842; 
Calonne-Ricouart;France;Calonne-Ricouart;50,48313467;2,48191859; 
Calvignac;France;Calvignac;44,46081901;1,77416797; 
Cambo-les-Bains;France;Cambo-les-Bains;43,36522924;-1,39616813; 
Cambrai;France;Cambrai;50,17747056;3,24032313;
Camous;France;Camous;42,94497435;0,37312868; 
Campagnac;France;Campagnac;44,42213426;3,0661302; 
Campagne-sur-Aude;France;Campagne-sur-Aude;42,91624459;2,2042723; 
Cannes;France;Cannes;43,55415971;7,01860673;OUI
Cantin;France;Cantin;50,31250899;3,12175809; 
Cap-d'Ail;France;Cap-d'Ail;43,72072397;7,39363031; 
Capdenac;France;Capdenac;44,57861624;2,07784057; 
Capens;France;Capens;43,33714183;1,25961156; 
Capvern;France;Capvern;43,10357439;0,32953797; 
Carantilly;France;Carantilly;49,06778682;-1,24618188; 
Carbonne;France;Carbonne;43,29837559;1,21240385; 
Carcassonne;France;Carcassonne;43,21818181;2,35269408;OUI
Carentan;France;Carentan;49,30180335;-1,2420982;
Carhaix;France;Carhaix;48,27581197;-3,56410952; 
Carignan;France;Carignan;49,62852048;5,16846771; 
Carmaux;France;Carmaux;44,04859913;2,15197882; 
Carnac;France;Carnac;47,6041261;-3,11852221; 
Carnoët;France;Carnoet;48,34029454;-3,49071721; 
Carnoules;France;Carnoules;43,29744802;6,18702632; 
Carrières-sur-Seine;France;Carrieres-sur-Seine;48,92061887;2,18463002; 
Carry-le-Rouet;France;Carry-le-Rouet;43,33675734;5,15373495; 
Cassel;France;Cassel;50,78775917;2,46002543; 
Cassis;France;Cassis;43,23398663;5,55314681;
Castagnède;France;Castagnede;43,05528144;0,97916103; 
Castelfranc;France;Castelfranc;44,50076624;1,22029565; 
Castelnaudary;France;Castelnaudary;43,3120322;1,95035359;
Castelnau-d'Estrétefonds;France;Castelnau-d'Estretefonds;43,78597157;1,34170151; 
Castelnau-Rivière-Basse;France;Castelnau-Riviere-Basse;43,59739443;-0,01753275; 
Castelsarrasin;France;Castelsarrasin;44,04026035;1,11452726; 
Castillon-la-Bataille;France;Castillon-la-Bataille;44,85715781;-0,0406571; 
Castres;France;Castres;43,59690633;2,22695182;
Cattenières;France;Cattenieres;50,12811223;3,3337094; 
Caudrot;France;Caudrot;44,58044405;-0,14468812; 
Caudry;France;Caudry;50,11137456;3,40962458; 
Caulnes;France;Caulnes;48,2843543;-2,1558059; 
Caumont;France;Caumont;43,02935303;1,08478839; 
Caussade Tarn et Garonne;France;Caussade;44,16230407;1,5334529; 
Caussade-Rivière;France;Caussade-Riviere;43,51607715;-0,00790804; 
Cauterets;France;Cauterets;42,88740818;-0,11428572; 
Cavaillon;France;Cavaillon;43,83470238;5,04373694; 
Cavignac;France;Cavignac;45,10417689;-0,38136885; 
Cazères;France;Cazeres;43,21290097;1,08276713; 
Cazères-sur-l'Adour;France;Cazeres-sur-l'Adour;43,76054966;-0,3166777; 
Ceintrey;France;Ceintrey;48,52469005;6,15726396; 
Celles-sur-Durolle;France;Celles-sur-Durolle;45,86681207;3,64359568; 
Cellule;France;Cellule;45,93947113;3,1599783; 
Cerbère;France;Cerbere;42,44276389;3,16552461;
Cercottes;France;Cercottes;47,98716161;1,88469476; 
Cercy-la-Tour;France;Cercy-la-Tour;46,85774716;3,64491491; 
Cergy;France;Cergy;49,03664362;2,07963457; 
Cerizay;France;Cerizay;46,81731234;-0,66748664; 
Cernay;France;Cernay;47,80170774;7,17393704; 
Cérons;France;Cerons;44,63297554;-0,34112069; 
Cessieu;France;Cessieu;45,5608334;5,37637253; 
Cesson;France;Cesson;48,5658614;2,59413411; 
Cesson-Sévigné;France;Cesson-Sevigne;48,11236442;-1,60251098; 
Cevins;France;Cevins;45,59583081;6,44839553; 
Ceyzériat;France;Ceyzeriat;46,18348611;5,32579806; 
Chabanais;France;Chabanais;45,87255355;0,71681852; 
Châbons;France;Chabons;45,43777395;5,42838463; 
Chabreloche;France;Chabreloche;45,87659609;3,69650474; 
Chabris;France;Chabris;47,25552828;1,64618212; 
Chagny;France;Chagny;46,90740213;4,74833554; 
Chaingy;France;Chaingy;47,87748721;1,78367495; 
Chalais;France;Chalais;45,27067524;0,04338003; 
Chalandray;France;Chalandray;46,66446172;-0,0029882; 
Challans;France;Challans;46,84380334;-1,87156183;
Chalonnes-sur-Loire;France;Chalonnes-sur-Loire;47,34287281;-0,74363749; 
Chalons-en-Champagne;France;Chalons-En-Champagne;48,9555093;4,34895439;OUI
Chalon-Sur-Saône;France;Chalon-Sur-Saone;46,77443832;4,84322297;OUI
Chamalières-sur-Loire;France;Chamalieres-sur-Loire;45,20554714;3,99209874; 
Chamarande;France;Chamarande;48,51465745;2,21605831; 
Chambéry Challes-les-eaux;France;Chambery;45,57093331;5,92053745;OUI
Chamblet;France;Chamblet;46,31326626;2,69886811; 
Chambly;France;Chambly;49,16356959;2,24037344; 
Chamborigaud;France;Chamborigaud;44,30044512;3,97925324; 
Chambourg-sur-Indre;France;Chambourg-sur-Indre;47,1816439;0,96542119; 
Chamelet;France;Chamelet;45,98206251;4,50717865; 
Chamonix;France;Chamonix;45,92246131;6,87392737;
Chamousset;France;Chamousset;45,55759551;6,20565959; 
Champagné;France;Champagne;48,0195048;0,33443928; 
Champagne-Ardenne TGV (à 8km de Reims);France;Champagne-Ardenne TGV;49,21164026;3,98878814;OUI
Champagne-sur-Oise;France;Champagne-sur-Oise;49,13573486;2,24206898; 
Champagne-sur-Seine;France;Champagne-sur-Seine;48,40633687;2,79975846; 
Champagney;France;Champagney;47,70313963;6,7012744; 
Champagnole;France;Champagnole;46,74937246;5,91023267; 
Champigneulles;France;Champigneulles;48,73506283;6,16935818; 
Champigny;France;Champigny;48,3241405;3,1308561; 
Champigny-sur-Marne;France;Champigny-sur-Marne;48,82491945;2,51122706; 
Champlitte;France;Champlitte;47,61376723;5,52336874; 
Champs-sur-Yonne;France;Champs-sur-Yonne;47,73824634;3,60361093; 
Champtocé-sur-Loire;France;Champtoce-sur-Loire;47,41020016;-0,86790037; 
Chanac;France;Chanac;44,47337507;3,34495364; 
Changis-sur-Marne;France;Changis-sur-Marne;48,95925812;3,02630633; 
Changy;France;Changy;46,38728455;4,25212381; 
Chanteloup-les-Vignes;France;Chanteloup-les-Vignes;48,9702894;2,0272209; 
Chantenay-Saint-Imbert;France;Chantenay-Saint-Imbert;46,72803107;3,17210039; 
Chantilly Gouvieux;France;Chantilly;49,18697915;2,45956612;
Chantonnay;France;Chantonnay;46,68999387;-1,05461144; 
Chaponost;France;Chaponost;45,69812697;4,7643325; 
Charbonnières-les-Bains;France;Charbonnieres-les-Bains;45,78225244;4,73573083; 
Charency-Vezin;France;Charency-Vezin;49,48273817;5,51432918; 
Charix;France;Charix;46,16703536;5,68844068; 
Charleville-Mézières;France;Charleville-Mezieres;49,76742007;4,7248489;OUI
Charmes Vosges;France;Charmes;48,37854765;6,30193002; 
Chars;France;Chars;49,16299332;1,93670272; 
Chartres;France;Chartres;48,44708143;1,47902761;
Chartrettes;France;Chartrettes;48,4868912;2,69595884; 
Chasseneuil-du-Poitou;France;Chasseneuil-du-Poitou;46,65179375;0,37281122; 
Chasseneuil-sur-Bonnieure;France;Chasseneuil-sur-Bonnieure;45,82344057;0,4520625; 
Chasseradès;France;Chasserades;44,55396808;3,83967705; 
Chasse-sur-Rhône;France;Chasse-sur-Rhone;45,58242721;4,79540272; 
Chateau Du Loir;France;Chateau Du Loir;47,68303169;0,41527325; 
Chateau Thierry;France;Chateau Thierry;49,03790955;3,40941055; 
Châteaubourg;France;Chateaubourg;48,10614832;-1,40529581; 
Chateaubriant;France;Chateaubriant;47,7169964;-1,37139708;
Chateaudun;France;Chateaudun;48,07340208;1,33842597; 
Château-Gontier;France;Chateau-Gontier;47,83125376;-0,69498201; 
Château-l'Évêque;France;Chateau-l'Eveque;45,24470589;0,68844972; 
Châteaulin;France;Chateaulin;48,18609777;-4,09698076; 
Châteauneuf-la-Forêt;France;Chateauneuf-la-Foret;45,76055148;1,6452434; 
Châteauneuf-les-Bains;France;Chateauneuf-les-Bains;46,03048212;2,8079438; 
Châteauneuf-sur-Charente;France;Chateauneuf-sur-Charente;45,59997146;-0,05020679; 
Châteauneuf-sur-Cher;France;Chateauneuf-sur-Cher;46,85576906;2,3116285; 
Châteauneuf-sur-Sarthe;France;Chateauneuf-sur-Sarthe;47,65680322;-0,46065649; 
Château-Renault;France;Chateau-Renault;47,58828716;0,90159471; 
Châteauroux;France;Chateauroux;46,80891813;1,69857645;
Châtelaillon-Plage;France;Chatelaillon-Plage;46,07856425;-1,09120872; 
Châtelaudren;France;Chatelaudren;48,53318884;-2,97416292; 
Chatelay;France;Chatelay;47,03032311;5,70328295; 
Châtel-Censoir;France;Chatel-Censoir;47,5376613;3,63506395; 
Châtellerault;France;Chatellerault;46,81866031;0,54958185;OUI
Châtel-sur-Moselle;France;Chatel-sur-Moselle;48,30754378;6,38717528; 
Châtenois;France;Chatenois;48,27630497;7,40110104; 
Châtillon-en-Michaille;France;Chatillon-en-Michaille;46,14944563;5,79583746; 
Châtillon-sur-Indre;France;Chatillon-sur-Indre;46,9921378;1,17104758; 
Châtillon-sur-Seine;France;Chatillon-sur-Seine;47,87042402;4,57174285; 
Châtres;France;Chatres;48,4990812;3,85518545; 
Châtres-sur-Cher;France;Chatres-sur-Cher;47,26331467;1,91128736; 
Chauffailles;France;Chauffailles;46,20738908;4,34568726; 
Chaugey;France;Chaugey;47,08753671;5,25504492; 
Chaulnes;France;Chaulnes;49,8075778;2,80040579; 
Chaumont;France;Chaumont;48,10945433;5,13444549;
Chaumont-en-Vexin;France;Chaumont-en-Vexin;49,26140282;1,87171936; 
Chauny;France;Chauny;49,61046776;3,22265067; 
Chaux-des-Crotenay;France;Chaux-des-Crotenay;46,65584444;5,94488828; 
Chavagnes-les-Redoux;France;Chavagnes-les-Redoux;46,72596565;-0,9311739; 
Chaville;France;Chaville;48,8118215;2,18764437; 
Chazay-d'Azergues;France;Chazay-d'Azergues;45,87374633;4,7264696; 
Cheilly-lès-Maranges;France;Cheilly-les-Maranges;46,89283523;4,67598333; 
Chelles;France;Chelles;48,87425094;2,58316797; 
Chemillé;France;Chemille;47,21765301;-0,73238638; 
Chemilly-sur-Yonne;France;Chemilly-sur-Yonne;47,89737199;3,55440688; 
Chenevières;France;Chenevieres;48,51924207;6,63301803; 
Chenonceaux;France;Chenonceaux;47,33036135;1,08170389; 
Chépy;France;Chepy;50,06817393;1,63517203; 
Cherbourg;France;Cherbourg;49,6345339;-1,61841018;
Chessy;France;Chessy;45,88546027;4,62230046; 
Chevaigné;France;Chevaigne;48,20889518;-1,63115842; 
Chevillon;France;Chevillon;48,5242734;5,11182532; 
Chevilly;France;Chevilly;48,02666311;1,87911401; 
Chèvremont;France;Chevremont;47,62168458;6,92074368; 
Chevrières;France;Chevrieres;49,33726438;2,68292382; 
Chevry;France;Chevry;46,27457559;6,03102295; 
Chézy-sur-Marne;France;Chezy-sur-Marne;48,99185188;3,36428924; 
Chilly-Mazarin;France;Chilly-Mazarin;48,70045;2,30842599; 
Chindrieux;France;Chindrieux;45,80330478;5,84667953; 
Chinon;France;Chinon;47,16305281;0,2520436; 
Chirac;France;Chirac;44,52449025;3,26383837; 
Chissay-en-Touraine;France;Chissay-en-Touraine;47,33499254;1,13483424; 
Chocques;France;Chocques;50,53819289;2,56492034; 
Choisy-au-Bac;France;Choisy-au-Bac;49,44232219;2,8622786; 
Choisy-le-Roi;France;Choisy-le-Roi;48,76522739;2,4109866; 
Cholet;France;Cholet;47,06573268;-0,86959876;
Chorges;France;Chorges;44,54570494;6,27205927; 
Chouzy-sur-Cisse;France;Chouzy-sur-Cisse;47,52051984;1,24798285; 
Cier-de-Luchon;France;Cier-de-Luchon;42,8526417;0,60241492; 
Cinq-Mars-la-Pile;France;Cinq-Mars-la-Pile;47,34479182;0,46007786; 
Cintegabelle;France;Cintegabelle;43,3053694;1,52049444; 
Cires-lès-Mello;France;Cires-les-Mello;49,27037973;2,36033422; 
Ciry-le-Noble;France;Ciry-le-Noble;46,60439137;4,30069616; 
Civrieux-d'Azergues;France;Civrieux-d'Azergues;45,85878798;4,71834687; 
Clacy-et-Thierret;France;Clacy-et-Thierret;49,54357578;3,57637244; 
Clamart;France;Clamart;48,81400098;2,27235372; 
Clamecy;France;Clamecy;47,46704496;3,52057876; 
Clelles;France;Clelles;44,82701006;5,60470727; 
Clères;France;Cleres;49,59955021;1,10643927; 
Clermont de L'oise;France;Clermont de L'oise;49,38544509;2,41751935; 
Clermont-en-Argonne;France;Clermont-en-Argonne;49,10659927;5,06524642; 
Clermont-Ferrand;France;Clermont-Ferrand;45,77856939;3,10051901;
Clerval;France;Clerval;47,39637382;6,49220719; 
Clion;France;Clion;46,94520136;1,23872485; 
Clisson;France;Clisson;47,08583846;-1,28675466; 
Cloyes-sur-le-Loir;France;Cloyes-sur-le-Loir;47,99224344;1,24338915; 
Cluses;France;Cluses;46,061479;6,5827632;OUI
Coarraze;France;Coarraze;43,18177676;-0,24181524; 
Cobrieux;France;Cobrieux;50,53812703;3,21954121; 
Cognac;France;Cognac;45,6844549;-0,32616413;
Coignières;France;Coignieres;48,7440221;1,92180164; 
Collioure;France;Collioure;42,5268923;3,07872086; 
Collonges-au-Mont-d'Or;France;Collonges-au-Mont-d'Or;45,8288201;4,84637033; 
Collonges-lès-Bévy;France;Collonges-les-Bevy;47,22090918;5,2660945; 
Colmar;France;Colmar;48,07315381;7,34708413;OUI
Colognac;France;Colognac;44,27040821;4,14665092; 
Colombier-Fontaine;France;Colombier-Fontaine;47,45559927;6,68931629; 
Colomiers;France;Colomiers;43,60359478;1,33451466; 
Colroy-la-Grande;France;Colroy-la-Grande;48,31464406;7,1308835; 
Combourg;France;Combourg;48,41597357;-1,72754212; 
Combs-la-Ville;France;Combs-la-Ville;48,66751151;2,54811534; 
Comines;France;Comines;50,76109768;3,0101204; 
Commentry;France;Commentry;46,29523421;2,73950466; 
Commercy;France;Commercy;48,76576823;5,58891956;
Compans;France;Compans;48,99159367;2,66519597; 
Compiègne;France;Compiegne;49,4227186;2,82444244;
Conches-en-Ouche;France;Conches-en-Ouche;48,96234048;0,93896455; 
Condé-sur-Huisne;France;Conde-sur-Huisne;48,38350844;0,84895885; 
Conflans-en-Jarnisy;France;Conflans-en-Jarnisy;49,16675984;5,86726847; 
Conflans-Sainte-Honorine;France;Conflans-Sainte-Honorine;48,99677534;2,0987892; 
Conlie;France;Conlie;48,1271597;-0,01107823; 
Connerre;France;Connerre;48,07412253;0,48763852; 
Cons-la-Grandville;France;Cons-la-Grandville;49,48619578;5,70557012; 
Contrexéville;France;Contrexeville;48,17928145;5,889968; 
Corbehem;France;Corbehem;50,34341044;3,04115905; 
Corbeil-Essonnes;France;Corbeil-Essonnes;48,61439675;2,47375812; 
Corbie;France;Corbie;49,91198389;2,50004672; 
Corbigny;France;Corbigny;47,25453121;3,67741877; 
Corcieux;France;Corcieux;48,19834495;6,87716459; 
Corcy;France;Corcy;49,25536103;3,21604396; 
Cordemais;France;Cordemais;47,30167721;-1,84584679; 
Cordesse;France;Cordesse;47,05121373;4,34292852; 
Corgoloin;France;Corgoloin;47,08426838;4,91721124; 
Cormeilles-en-Parisis;France;Cormeilles-en-Parisis;48,96852046;2,19344287; 
Cormery;France;Cormery;47,26235445;0,83381839; 
Cornil;France;Cornil;45,2152754;1,69740929; 
Corps-Nuds;France;Corps-Nuds;47,98560844;-1,57546897; 
Corrèze;France;Correze;45,32933741;1,88038455; 
Corseul;France;Corseul;48,49600179;-2,14140415; 
Cosne sur Loire;France;Cosne sur Loire;47,41402574;2,93208865;
Coucy-lès-Eppes;France;Coucy-les-Eppes;49,55562948;3,77587617; 
Coudekerque-Village;France;Coudekerque-Village;51,01880006;2,37454992; 
Couëron;France;Coueron;47,22175064;-1,72332053; 
Couffoulens;France;Couffoulens;43,15517074;2,31692897; 
Couilly-Pont-aux-Dames;France;Couilly-Pont-aux-Dames;48,88281094;2,85425269; 
Couiza;France;Couiza;42,94260046;2,24832582; 
Coulanges-sur-Yonne;France;Coulanges-sur-Yonne;47,52682986;3,54685005; 
Coulombiers;France;Coulombiers;48,30322517;0,10527261; 
Coulommiers;France;Coulommiers;48,80764483;3,08181411; 
Coulon;France;Coulon;46,34170099;-0,54714216; 
Courçay;France;Courcay;47,2378318;0,86762574; 
Courcelles-le-Comte;France;Courcelles-le-Comte;50,16876269;2,78774625; 
Courcelles-sur-Nied;France;Courcelles-sur-Nied;49,0635089;6,3109853; 
Courcouronnes;France;Courcouronnes;48,62588291;2,42905444; 
Courcy;France;Courcy;49,32915844;4,01494915; 
Cournon-d'Auvergne;France;Cournon-d'Auvergne;45,73831007;3,16852219; 
Courpière;France;Courpiere;45,75779585;3,5444061; 
Coursan;France;Coursan;43,2337122;3,0508661; 
Courtalain;France;Courtalain;48,07368177;1,12658927; 
Courthézon;France;Courthezon;44,0903046;4,88841434; 
Courville-sur-Eure;France;Courville-sur-Eure;48,45156445;1,2348212; 
Cousance;France;Cousance;46,53513521;5,38685341; 
Coussac-Bonneval;France;Coussac-Bonneval;45,50793562;1,31032589; 
Coussey;France;Coussey;48,40640081;5,68577468; 
Coutances;France;Coutances;49,04279661;-1,44126699;
Coutras;France;Coutras;45,03675607;-0,13130663; 
Couze-et-Saint-Front;France;Couze-et-Saint-Front;44,83663293;0,70288361; 
Couzon-au-Mont-d'Or;France;Couzon-au-Mont-d'Or;45,84843074;4,82911787; 
Cramoisy;France;Cramoisy;49,25634717;2,40547246; 
Cransac;France;Cransac;44,52306284;2,27076675; 
Cravant;France;Cravant;47,67924344;3,6809627; 
Crêches-sur-Saône;France;Creches-sur-Saone;46,24608034;4,78404582; 
Crécy-la-Chapelle;France;Crecy-la-Chapelle;48,85965868;2,90563272; 
Creil;France;Creil;49,26409256;2,46905706;
Creissels;France;Creissels;44,08543116;3,06058839; 
Crépy;France;Crepy;49,62351518;3,51664744; 
Crepy-en-Valois;France;Crepy-en-Valois;49,23122039;2,88844224; 
Crest;France;Crest;44,72981586;5,01620578; 
Montceau TGV (à 8km du Creusot et 15km de Montceau-les-Mines);France;Creusot - Montceau TGV;46,76516129;4,50006329;OUI
Crissé;France;Crisse;48,16802739;-0,06582127; 
Croix;France;Croix;50,68650926;3,15066159; 
Croix Wasquehal;France;Croix Wasquehal;50,6785747;3,13771393;OUI
Crouy;France;Crouy;49,40380398;3,35669147; 
Crouy-sur-Ourcq;France;Crouy-sur-Ourcq;49,09154787;3,06289451; 
Cubzac-les-Ponts;France;Cubzac-les-Ponts;44,97294505;-0,45922877; 
Cuers;France;Cuers;43,23772301;6,08603019; 
Cugand;France;Cugand;47,05855264;-1,25488005; 
Cuinchy;France;Cuinchy;50,52207337;2,74520008; 
Culmont;France;Culmont;47,81001873;5,44245538; 
Culoz;France;Culoz;45,84314714;5,77909175;
Cysoing;France;Cysoing;50,56059679;3,21127547; 
Dachstein;France;Dachstein;48,54274877;7,53271616; 
Dambach;France;Dambach;48,32118401;7,43550036; 
Damblain;France;Damblain;48,09364216;5,6563058; 
Damiatte;France;Damiatte;43,65622365;1,97430247; 
Dammartin-en-Goële;France;Dammartin-en-Goele;49,03244537;2,69951229; 
Dangé-Saint-Romain;France;Dange-Saint-Romain;46,93781049;0,60877788; 
Dannemarie;France;Dannemarie;47,6274039;7,12380547; 
Dannes;France;Dannes;50,57620918;1,61483275; 
